place,reviews
Nainital Ropeway,"This is a quarter-century old ropeway system, and the age shows. Operated by KMVN, it starts at Mallital and ends at KMVN Snow View If you are booked at KMVN Snow View, they provide you one free round trip ticket per day included in the room fare, for all occupants. This is…"
Nainital Ropeway,"For starting the ticket was very expensive and the cable car was not very good. First of all, we got put in with some random strangers in our cable car with some random guy in it controlling the cable car, Second of all there are no seats, Third of all the cable car is very…"
Nainital Ropeway,a must visit place for all the people visiting nainital. great view from above and you may likely to see few peaks also (if there are no clouds)
Nainital Ropeway,The Cable car is one of the main attraction of Nainital which attracts most of the travelers. This ropeway connects Mallital to Snow view Point (at 2270 Meter from the Naini Lake). This takes approx 3 minutes to reach the destination.
Nainital Ropeway,"As we are travelling with kids so it was a must visit place for us. My kids enjoyed a lot during ropeway. Once you reached, you can see a great view of Himalya ;adventures park is also there for kids"
Nainital Ropeway,It is not worth it at all its only time saving but if ur are a group of four then u can book a cab and go to point at the top its cheaper to book a cab. Also there is time limit if u book the cable car cause u have to return back in one hour..so better book a cab and enjoy to…
Nainital Ropeway,cable car spans between low and very high peal about 7000 feet.there are two cable cars moving continuously.one can enjoy natural thick forest beauty.very very enjoyable going up and coming down
Nainital Ropeway,"Nainital Ropeway, a 2.5 minutes ride, commences from Mall Road and concludes at Snow View Point, offers awesome and breathtaking views of mango shaped Naini lake and Nainital town. Each trip can accommodate around 10 pax in one cabin. To and fro journey costs INR 230 per…"
Nainital Ropeway,Nainital Ropeway offer awesome views of Naini lake. One can reach Snow view point through this rope way from Lake.
Nainital Ropeway,"The ropeway ride though of small duration but will give you some great views of the lake. Going to the other side, do not expect anything spectacular"
Triveni Ghat,Sorry for putting wrong type of visit coz there is no option here. I recently went to Rishikesh with my older parents. This place is completely Pure and Divine. You can spend hours sitting here doing nothing but just watching the clean Ganga and viewing the beautiful scenery…
Triveni Ghat,"Few words can never explain the beauty of that aarti. The serene, holy, super chilled and fresh Ganga was looking so gorgeous and the mantras and the aarti added extra flavour to it. It literally gave me goosebumps and you will feel the same too. Hardly anyone will be there,…"
Triveni Ghat,Very well organised. One simple charge for all. Aarti done very well. Ypu feel part of it. Highly recommend. Charge was INR300 only.Less than £3.50
Triveni Ghat,"Watched the sacred Ganga Aarti during sunset. Ghat is very well maintained, you can peacefully take a dip in the holy Ganges and perform Ganga Pooja."
Triveni Ghat,"Had an amazing experience, felt blessed. My younger daughter so something religious for the first time she came to know about ganga's importance. Musician and singers had very good Holi songs after aarti,which makes the experience high."
Triveni Ghat,Well organized event. Clean & well maintained surroundings. No hustle and bustle as also decent seating arrangements on the steps. Creates a feeling of bliss and inner happiness with faith.
Triveni Ghat,This place is very clean... you can make a donation and perform a ganga pooja after which they do they main Ganga Aarti... Worth a visit...
Triveni Ghat,if you are in Rishikesh and miss Triveni ghat Aarti then the whole trip has no meaning one of the largest ghat and well managed place the 30 minutes of Mantra gives you a diffrent feeling
Triveni Ghat,"Me and my friend loved seeing the traditional evening events at the ghat, songs, dance, fire it was great. My heart yearns to go back there. This devotion is done every night and has been going on for thousands of years. India is a gift to the world"
Triveni Ghat,Good clean place with positive vibes. Better in the evenings especially during the arti time. Overall a good place.
Triveni Ghat,Such a holy and historic place the Triveni Ghat. A fantastic venue for the Ganga Aarti @ Rishikesh. Enjoyed the entire experience. Extremely peaceful experience.UNFORGETTABLE !!!!
Triveni Ghat,Very well organised and spectacular arati performed at Triveni Ghat. Atmosphere was great with the devotional songs and spontaneous dance.
Triveni Ghat,"I never miss the Ganga aarti here in Rishikesh. Less touristy, less crowded and you’ll be able to find a seat by the steps and watch the whole procession beautifully."
Triveni Ghat,This sunset ceremony blessing the Ganga in front of this stunning temple was a pleasure to attend. It was quite beautiful and fun to watch from the bridge as well as up close.
Triveni Ghat,The ganga arti at triveni ghat was heavenly and was really a truely superb experience. Totally worth the visit and highly recommended
Triveni Ghat,"Its a lovely beautiful experience to have attended the Ganga Aarti with nice bhajans also playing. Though found things a bit commercial but that doesn't matter because its everywhere, till the time you are happy and in solace seeing the Aarti. Felt beautifully connected with the…"
